Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Nissan,Sunny,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Dzire,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2022,2,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Creta,2021,3,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ignis,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Volkswagen,Ameo,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto-K10,2015,9,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2018,6,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,first,Petrol,24-Nov
Hyundai,Grand i10,2015,9,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,first,Hybrid/CNG,24-Nov
Tata,Nexon,2021,3,Manual,second,Hybrid/CNG,24-Nov
Nissan,Terrano,2014,10,Manual,second,Diesel,24-Nov
Hyundai,i20,2011,13,Manual,first,Petrol,24-Nov
Hyundai,i20,2016,8,Manual,first,Petrol,24-Nov
Mahindra,Marazzo,2018,6,Manual,first,Diesel,24-Nov
Hyundai,Grand i10 Nios,2019,5,Automatic,second,Petrol,24-Nov
Toyota,2.8 Legender 4X2,2021,3,Automatic,first,Diesel,24-Nov
BMW,X3,2012,12,Automatic,second,Diesel,24-Nov
Mahindra,Xylo,2013,11,Manual,first,Diesel,24-Nov
Fiat,Avventura,2016,8,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Renault,KWID,2017,7,Manual,first,Petrol,24-Nov
Hyundai,Eon,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ignis,2017,7,Automatic,first,Petrol,24-Nov
Volkswagen,Tiguan,2018,6,Automatic,first,Diesel,24-Nov
Nissan,Terrano,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Hybrid/CNG,24-Nov
Toyota,Camry,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2017,7,Automatic,first,Hybrid/CNG,24-Oct
Hyundai,Elite i20,2019,5,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2009,15,Manual,second,Petrol,24-Nov
Kia,Seltos,2023,1,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2022,2,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2010,14,Manual,second,Diesel,24-Nov
Land Rover,Range Rover Evoque,2021,3,Automatic,second,Diesel,24-Oct
BMW,3 Series GT,2014,10,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Alto,2008,16,Automatic,first,Hybrid/CNG,24-Nov
Honda,Amaze,2018,6,Automatic,second,Petrol,24-Nov
Honda,City,2015,9,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2014,10,Automatic,first,Petrol,24-Sep
Mercedes-Benz,GLS,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,second,Petrol,24-Nov
Hyundai,i10,2012,12,Manual,second,Hybrid/CNG,24-Sep
Hyundai,Santro Xing,2012,12,Manual,second,Petrol,24-Nov
Hyundai,i20,2014,10,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Manual,second,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2017,7,Automatic,second,Petrol,24-Sep
Mahindra,Scorpio,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,second,Petrol,24-Nov
Hyundai,i10,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,E-Class,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Hybrid/CNG,24-Nov
Mitsubishi,Pajero Sport,2015,9,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2022,2,Automatic,first,Diesel,24-Nov
Mahindra,Scorpio,2020,4,Manual,first,Diesel,24-Nov
Tata,Nexon,2020,4,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2019,5,Automatic,second,Hybrid/CNG,24-Nov
Jaguar,Others,2014,10,Automatic,first,Diesel,24-Nov
Volkswagen,Polo,2019,5,Manual,first,Petrol,24-Nov
Toyota,Innova,2015,9,Manual,second,Diesel,24-Nov
Renault,Triber,2021,3,Manual,first,Petrol,24-Nov
Chevrolet,Cruze,2017,7,Automatic,second,Diesel,24-Nov
Honda,Amaze,2019,5,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Honda,Jazz,2021,3,Automatic,second,Petrol,24-Nov
Tata,Tiago,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,second,Hybrid/CNG,24-Nov
Tata,Harrier,2021,3,Automatic,first,Diesel,24-Nov
Hyundai,i20,2011,13,Automatic,first,Hybrid/CNG,24-Nov
Honda,Mobilio,2014,10,Manual,second,Diesel,24-Nov
Hyundai,Grand i10 Nios,2021,3,Manual,first,Hybrid/CNG,24-Nov
Mercedes-Benz,GLA Class,2015,9,Automatic,first,Diesel,24-Nov
Hyundai,i10,2009,15,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Omni,2011,13,Automatic,second,Petrol,24-Nov
Renault,Triber,2021,3,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2014,10,Automatic,first,Petrol,24-Nov
Ford,Endeavour,2019,5,Automatic,first,Diesel,24-Nov
Volkswagen,Vento,2013,11,Automatic,first,Petrol,24-Nov
Audi,A6,2017,7,Automatic,second,Diesel,24-May
Hyundai,Verna,2016,8,Automatic,first,Petrol,24-Nov
Toyota,Corolla,2007,17,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2013,11,Manual,first,Hybrid/CNG,24-Nov
Tata,Nano,2016,8,Manual,second,Petrol,24-Nov
Mercedes-Benz,GLA,2019,5,Automatic,first,Diesel,24-Nov
Honda,City,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2012,12,Manual,first,Petrol,24-Nov
BMW,3 Series GT,2015,9,Automatic,second,Diesel,24-Nov
Hyundai,Elite i20,2014,10,Manual,second,Diesel,24-Nov
Ssangyong,Rexton,2013,11,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Manual,second,Diesel,24-Nov
Hyundai,Venue,2019,5,Manual,first,Diesel,24-Nov
Honda,Amaze,2021,3,Manual,second,Petrol,24-Nov
Renault,Triber,2020,4,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-K10,2018,6,Automatic,second,Hybrid/CNG,24-Oct
Hyundai,Creta,2023,1,Automatic,first,Petrol,24-Nov
Toyota,Fortuner,2010,14,Manual,second,Diesel,24-Nov
Tata,Tiago,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Omni,2010,14,Manual,second,Hybrid/CNG,24-Nov
Honda,City,2015,9,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2011,13,Manual,second,Petrol,24-Nov
Kia,Sonet,2023,1,Manual,first,Diesel,24-Nov
Mahindra,Scorpio,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto,2012,12,Manual,first,Petrol,24-Oct
Honda,WRV,2018,6,Manual,first,Petrol,24-Oct
Maruti Suzuki,Wagon-R,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Volkswagen,Polo,2016,8,Manual,second,Diesel,24-Nov
Hyundai,i20,2011,13,Manual,second,Diesel,24-Nov
Hyundai,i10,2011,13,Manual,first,Petrol,24-Nov
Hyundai,Xcent,2016,8,Automatic,second,Petrol,24-Nov
Toyota,Innova,2015,9,Manual,first,Diesel,24-Nov
Volkswagen,Tiguan,2017,7,Automatic,first,Diesel,24-Nov
Fiat,Grand Punto,2012,12,Manual,second,Petrol,24-Nov
Mahindra,Scorpio,2017,7,Manual,first,Diesel,24-Nov
Toyota,Corolla Altis,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Chevrolet,Cruze,2010,14,Manual,second,Diesel,24-Nov
Honda,Civic,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Mahindra,Bolero Neo,2021,3,Manual,second,Diesel,24-Oct
Tata,Indica Vista,2011,13,Manual,second,Diesel,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Hybrid/CNG,24-Nov
Hyundai,i20,2023,1,Manual,first,Petrol,24-Nov
Volvo,XC 90,2017,7,Automatic,second,Diesel,24-Nov
Jeep,Wrangler,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2022,2,Automatic,second,Hybrid/CNG,24-Nov
Mahindra,Thar,2020,4,Automatic,first,Diesel,24-Nov
Hyundai,Aura,2021,3,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,S-Cross1,2018,6,Manual,first,Diesel,24-Nov
BMW,X5,2020,4,Automatic,first,Diesel,24-Nov
Volkswagen,Tiguan,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Verna,2018,6,Automatic,first,Diesel,24-Nov
Mahindra,Scorpio,2018,6,Manual,first,Diesel,24-Nov
Mahindra,Thar,2022,2,Automatic,first,Diesel,24-Nov
Hyundai,Grand i10,2018,6,Manual,second,Petrol,24-Oct
Maruti Suzuki,Alto-800,2016,8,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2021,3,Manual,first,Petrol,24-Nov
Volkswagen,Ameo,2018,6,Automatic,first,Diesel,24-Nov
Tata,Tiago,2017,7,Manual,second,Hybrid/CNG,24-Nov
Jeep,Compass,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2014,10,Manual,second,Hybrid/CNG,24-Nov
Honda,City,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2020,4,Manual,second,Hybrid/CNG,24-Nov
Mahindra,KUV 100,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2021,3,Automatic,first,Hybrid/CNG,24-Oct
Maruti Suzuki,Ertiga,2022,2,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Petrol,24-Nov
Mercedes-Benz,C-Class,2011,13,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2012,12,Manual,first,Hybrid/CNG,24-Nov
Mercedes-Benz,C-Class,2018,6,Automatic,second,Diesel,24-Nov
Toyota,Fortuner,2014,10,Automatic,first,Diesel,24-Nov
Audi,A4,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Alto,2011,13,Automatic,first,Hybrid/CNG,24-Nov
Volkswagen,Jetta,2013,11,Manual,second,Diesel,24-Nov
Mercedes-Benz,E-Class,2013,11,Automatic,second,Petrol,24-Oct
Volkswagen,Polo,2015,9,Manual,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2008,16,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2016,8,Manual,first,Petrol,24-Nov
Ford,Ecosport,2019,5,Automatic,first,Hybrid/CNG,24-Oct
Volkswagen,VentoTest,2012,12,Manual,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2016,8,Automatic,first,Petrol,24-Oct
Hyundai,Verna,2019,5,Manual,second,Hybrid/CNG,24-Oct
Hyundai,i20,2013,11,Manual,second,Hybrid/CNG,24-Nov
Mercedes-Benz,C-Class,2016,8,Automatic,first,Petrol,24-Nov
Honda,City,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2023,1,Manual,first,Hybrid/CNG,24-Nov
Volkswagen,VentoTest,2013,11,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ciaz,2017,7,Manual,second,Diesel,24-Nov
Tata,Zest,2018,6,Manual,first,Diesel,24-Nov
Mercedes-Benz,S-Class,2008,16,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2023,1,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2017,7,Manual,first,Petrol,24-Nov
Honda,City,2019,5,Automatic,second,Petrol,24-Nov
Honda,Jazz,2017,7,Automatic,first,Petrol,24-Nov
Renault,Duster,2017,7,Manual,first,Diesel,24-Nov
Tata,Tigor,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2013,11,Manual,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2012,12,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,800,2002,22,Manual,first,Petrol,24-Nov
Mahindra,Jeep,1997,27,Manual,second,Diesel,24-Nov
Nissan,Magnite,2022,2,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2015,9,Automatic,second,Petrol,24-Oct
Tata,Indica V2,2010,14,Manual,first,Diesel,24-Nov
Hyundai,Grand i10 Nios,2021,3,Manual,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2015,9,Manual,first,Diesel,24-Nov
Mahindra,XUV 300,2021,3,Manual,second,Petrol,24-Nov
Audi,A4,2016,8,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2023,1,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
MG,Hector,2023,1,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2010,14,Manual,first,Diesel,24-Nov
Mahindra,Bolero,2018,6,Manual,second,Diesel,24-Nov
Mahindra,Bolero Neo,2022,2,Manual,first,Diesel,24-Nov
Honda,City,2015,9,Manual,second,Hybrid/CNG,24-Oct
Toyota,Innova Crysta,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2013,11,Automatic,first,Hybrid/CNG,24-Oct
Renault,Duster,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2010,14,Manual,first,Diesel,24-Nov
Honda,City,2014,10,Automatic,first,Petrol,24-Nov
Honda,City,2017,7,Automatic,second,Petrol,24-Nov
Hyundai,Creta,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift,2015,9,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2021,3,Automatic,second,Petrol,24-Nov
Maruti Suzuki,XL6,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,800,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Mahindra,Ssangyong Rexton,2013,11,Automatic,second,Diesel,24-Nov
Hyundai,Creta,2017,7,Automatic,second,Petrol,24-Nov
BMW,X5,2020,4,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2014,10,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2015,9,Manual,second,Hybrid/CNG,24-Nov
BMW,5 Series,2013,11,Automatic,first,Diesel,24-Nov
Toyota,Corolla,2008,16,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2016,8,Manual,first,Petrol,24-Nov
Hyundai,Santro,2011,13,Manual,second,Hybrid/CNG,24-Nov
Ford,Ecosport,2019,5,Manual,second,Diesel,24-Nov
Hyundai,New i20,2020,4,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2018,6,Automatic,first,Petrol,24-Nov
Hyundai,Creta,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2017,7,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Mercedes-Benz,E-Class,2017,7,Automatic,first,Diesel,24-Nov
Tata,tata-punch,2022,2,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2019,5,Manual,second,Hybrid/CNG,24-Nov
Mahindra,Bolero,2013,11,Manual,first,Diesel,24-Nov
Ford,Endeavour,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2013,11,Automatic,second,Hybrid/CNG,24-Nov
BMW,X1,2017,7,Automatic,second,Diesel,24-Oct
Honda,City Hybrid eHEV,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Petrol,24-Nov
Lexus,ES,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Lexus,ES,2022,2,Automatic,first,Petrol,24-Nov
Tata,Nano,2016,8,Manual,second,Hybrid/CNG,24-Nov
Mahindra,TUV 300,2015,9,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2023,1,Manual,first,Hybrid/CNG,24-Sep
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,first,Hybrid/CNG,24-Nov
Toyota,Innova Hycross,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ritz,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2015,9,Manual,first,Petrol,24-Nov
Hyundai,EON,2016,8,Manual,first,Petrol,24-Nov
Toyota,Innova,2013,11,Manual,second,Diesel,24-Nov
Hyundai,Verna,2012,12,Manual,first,Petrol,24-Nov
Volvo,S60,2012,12,Automatic,second,Diesel,24-Nov
Hyundai,Elite i20,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Eeco,2015,9,Manual,first,Hybrid/CNG,24-Nov
Mercedes-Benz,GLA Class,2019,5,Automatic,second,Diesel,24-Nov
Mahindra,XUV500,2018,6,Manual,first,Diesel,24-Nov
Hyundai,Verna,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Jeep,Compass,2018,6,Manual,first,Diesel,24-Nov
Honda,City,2013,11,Manual,first,Petrol,24-Nov
Audi,A6,2013,11,Automatic,second,Diesel,24-Nov
Volkswagen,Vento,2016,8,Automatic,second,Diesel,24-Sep
Honda,Amaze,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Honda,Amaze,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2019,5,Automatic,second,Petrol,24-Nov
Tata,Tiago,2018,6,Manual,first,Diesel,24-Nov
Land Rover,Discovery Sport,2019,5,Automatic,second,Diesel,24-Nov
Hyundai,Elantra,2017,7,Automatic,second,Petrol,24-Nov
BMW,X3,2022,2,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Eeco,2018,6,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2019,5,Manual,first,Diesel,24-Nov
Kia,Sonet,2021,3,Automatic,first,Petrol,24-Nov
Hyundai,Creta,2016,8,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,AMG GLE Coupe,2020,4,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,second,Petrol,24-Oct
BMW,3 Series,2012,12,Automatic,second,Diesel,24-Oct
Maruti Suzuki,Swift-Dzire,2013,11,Manual,first,Diesel,24-Nov
Jaguar,F-Pace,2021,3,Automatic,first,Petrol,24-Nov
Volkswagen,Tiguan,2018,6,Automatic,first,Diesel,24-Nov
Honda,City,2003,21,Manual,second,Petrol,24-Nov
Force,Motors FM Force One Test,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Ford,Endeavour,2017,7,Automatic,first,Diesel,24-Nov
Honda,Brio,2013,11,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2019,5,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova,2010,14,Manual,second,Diesel,24-Nov
Tata,Nano,2011,13,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Innova,2013,11,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Land Rover,Discovery,2019,5,Automatic,first,Petrol,24-Nov
Honda,Brio,2014,10,Manual,second,Hybrid/CNG,24-Nov
Ford,Fiesta,2008,16,Automatic,second,Petrol,24-Nov
Mahindra,XUV700,2023,1,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2022,2,Automatic,first,Petrol,24-Nov
Honda,City,2016,8,Manual,second,Diesel,24-Nov
Mahindra,Verito,2012,12,Manual,second,Diesel,24-Nov
Skoda,Laura,2010,14,Manual,first,Diesel,24-Oct
Hyundai,Grand i10,2016,8,Manual,first,Hybrid/CNG,24-Nov
Honda,Brio,2014,10,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Manual,second,Hybrid/CNG,24-Nov
Mahindra,Thar,2021,3,Manual,first,Diesel,24-Nov
Hyundai,i20,2012,12,Manual,second,Petrol,24-Nov
Renault,KWID,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Tata,Tiago,2020,4,Manual,first,Petrol,24-Oct
Audi,Q3,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,first,Hybrid/CNG,24-Nov
Kia,Carnival,2022,2,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ciaz,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2020,4,Manual,first,Petrol,24-Nov
Lexus,ES,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,i10,2013,11,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2018,6,Automatic,second,Petrol,24-Nov
Hyundai,Grand i10 Nios,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,i20 Active,2016,8,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i10,2012,12,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2021,3,Manual,first,Petrol,24-Nov
Toyota,Fortuner,2017,7,Automatic,second,Diesel,24-Nov
Renault,Duster,2016,8,Manual,first,Diesel,24-Nov
Mahindra,XUV700,2021,3,Automatic,second,Petrol,24-Nov
BMW,5 Series,2016,8,Automatic,second,Diesel,24-Nov
Hyundai,Verna,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Chevrolet,Enjoy,2014,10,Manual,second,Diesel,24-Nov
Volkswagen,VentoTest,2012,12,Automatic,second,Petrol,24-Nov
Maruti Suzuki,800,2004,20,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2016,8,Manual,second,Petrol,24-Nov
Toyota,Fortuner,2013,11,Automatic,second,Diesel,24-Nov
Mahindra,Scorpio,2014,10,Automatic,second,Diesel,24-Nov
Tata,Indigo Ecs,2012,12,Manual,second,Petrol,24-Nov
Mercedes-Benz,C-Class,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,Santro Xing,2008,16,Manual,second,Hybrid/CNG,24-Nov
BMW,X7,2020,4,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Swift-Dzire,2016,8,Manual,second,Hybrid/CNG,24-Nov
Chevrolet,Enjoy,2013,11,Manual,second,Diesel,24-Nov
BMW,3 Series,2015,9,Automatic,first,Diesel,24-Nov
Land Rover,Range Rover Sport,2021,3,Automatic,first,Petrol,24-Nov
Toyota,VELLFIRE,2021,3,Automatic,first,Hybrid/CNG,24-Nov
Mercedes-Benz,M-Class,2012,12,Automatic,second,Diesel,24-Nov
Volkswagen,Polo,2017,7,Automatic,first,Petrol,24-Nov
Tata,Tigor,2022,2,Automatic,first,Hybrid/CNG,24-Oct
Hyundai,i10,2015,9,Manual,first,Petrol,24-Nov
Toyota,Innova Crysta,2020,4,Automatic,second,Diesel,24-Nov
Honda,Amaze,2019,5,Automatic,second,Petrol,24-Nov
Hyundai,i10,2012,12,Manual,first,Hybrid/CNG,24-Nov
Datsun,GO Plus,2018,6,Manual,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2021,3,Manual,first,Petrol,24-Nov
Renault,KWID,2019,5,Automatic,first,Petrol,24-Nov
Tata,Nano,2015,9,Manual,second,Petrol,24-Nov
Nissan,Terrano,2014,10,Manual,second,Diesel,24-Nov
Honda,City,2015,9,Automatic,second,Hybrid/CNG,24-Nov
Tata,Altroz,2022,2,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2017,7,Automatic,second,Diesel,24-Nov
Hyundai,Santro,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Elite i20,2019,5,Automatic,first,Petrol,24-Nov
Kia,Sonet,2020,4,Automatic,second,Petrol,24-Jul
Maruti Suzuki,Ertiga,2024,0,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i20,2014,10,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Honda,City,2010,14,Automatic,second,Hybrid/CNG,24-Nov
Kia,Sonet,2020,4,Manual,first,Diesel,24-Nov
Tata,Nexon,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2013,11,Manual,second,Hybrid/CNG,24-Nov
Mahindra,Thar,2021,3,Manual,first,Diesel,24-Nov
Renault,KWID,2019,5,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2009,15,Manual,second,Petrol,24-Nov
Volkswagen,Polo,2013,11,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Manual,first,Hybrid/CNG,24-Nov
Land Rover,Range Rover,2012,12,Automatic,second,Diesel,24-Sep
Maruti Suzuki,Swift,2015,9,Manual,first,Hybrid/CNG,24-Nov
